"My Oh My (feat. DaBaby)"
"Never Seen the Rain"
"No Guidance (feat. Drake)"
"No Idea"
"No Judgement"
"No Me Conoce - Remix"
"No Shame"
"No Time To Die"
"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)"
"ocean eyes"
"Old Town Road - Remix"
"One More Year"
"Only Human"
"Only The Young - Featured in Miss Americana"
"Otro Trago - Remix"
"OUT WEST (feat. Young Thug)"
"Own It (feat. Ed Sheeran & Burna Boy)"
"Pa' Olvidarme De Ella"
"Panini"
"Perfect"
"Perreo en La Luna"
"Photograph"
"Physical"
"Piece Of Your Heart"
"Post Malone (feat. RANI)"
"Psycho"
"Que Calor (with J Balvin & El Alfa)"
"QUE PRETENDES"
"Que Tire Pa Lante"
"Quizas"
"Ransom"
"Rare"
"Ride It"
"RITMO (Bad Boys For Life)"
"Robbery"
"rockstar (feat. 21 Savage)"
"Roses - Imanbek Remix"
"ROXANNE"
"Run"
"Running Over (feat. Lil Dicky)"
"SAD!"
"Say So"
"Say You Won't Let Go"
"Second Emotion (feat. Travis Scott)"
"SENTADÃO"
"Señorita"
"Shallow"
"Shape of You"
"Si Te Vas"
"SICKO MODE"
"Sigues Con El"
"SLOW DANCING IN THE DARK"
"Soltera - Remix"
"Someone You Loved"
"South of the Border (feat. Camila Cabello & Cardi B)"
"Still Be Friends (feat. Tory Lanez & Tyga)"
"Sucker"
"SUGAR"
"Suge"
"Suicidal"
"Sum 2 Prove"
"Sunday Best"
"Sunflower - Spider-Man: Into the Spider-Verse"
"Sweet but Psycho"
"Take It Out On Me"
"Takeaway"
"Talk (feat. Disclosure)"
"thank u, next"
"That's What Love Is"
"The Box"
"The Less I Know The Better"
"The London (feat. J. Cole & Travis Scott)"
"Those Kinda Nights (feat. Ed Sheeran)"
"Thunder"
"To Die For"
"TOES (feat. Lil Baby & Moneybagg Yo)"
"Too Good At Goodbyes"
"Trampoline (with ZAYN)"
"Truth Hurts"
"Tudo Ok"
"Turn Me On (feat. Vula)"
"Tusa"
"Tutu"
"Unaccommodating (feat. Young M.A)"
"Vete"
"VIBEZ"
"Wake Up Call (feat. Trippie Redd)"
"Watermelon Sugar"
"Weiss"
"What A Man Gotta Do"
"What If I Told You That I Love You"
"WHATS POPPIN"
"when the party's over"
"Whine Up"
"wish you were gay"
"Without Me"
"Woah"
"Wow."
"Yellow Hearts"
"Yikes"
"Yo x Ti, Tu x Mi"
"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)"
"You Need To Calm Down"
"You should be sad"
"you should see me in a crown"
"Youngblood"
"Yummy"
"Zu Ende"
